Title	Author	Genres	Rate	Count	Url
Ngọn Lửa Rực Cháy	Tuyệt Mỹ Tiểu Ngư Can	Ngôn Tình, Trọng Sinh, Khác, Đoản Văn	8	96	https://truyenfull.vision/ngon-lua-ruc-chay
Em Thật Là Thơm	Trà Trà Hảo Manh	Ngôn Tình, Trọng Sinh, Cổ Đại	8	76	https://truyenfull.vision/em-that-la-thom
Đừng Hòng Cướp Hoàng Hậu Của Trẫm	Lục Dược	Ngôn Tình, Trọng Sinh, Cổ Đại	8	64	https://truyenfull.vision/dung-hong-cuop-hoang-hau-cua-tram
Nhân Vi Tự Kỉ Hoạt	U Nhiễm	Trọng Sinh, Nữ Cường, Gia Đấu, Cổ Đại	8	64	https://truyenfull.vision/nhan-vi-tu-ki-hoat
Tang Thi Cũng Ghét Bỏ Tôi	Lạc Khê Nhi	Ngôn Tình, Trọng Sinh, Mạt Thế, Khác, Đoản Văn	8	60	https://truyenfull.vision/tang-thi-cung-ghet-bo-toi
Sau Khi Sống Lại, Ta Đã Quyến Rũ Hầu Gia	Qua Chi Chi	Ngôn Tình, Trọng Sinh, Cổ Đại	8	43	https://truyenfull.vision/sau-khi-song-lai-ta-da-quyen-ru-hau-gia
Cuộc Sống Bình Thản Hoàn Mỹ Sau Khi Trùng Sinh	Hạo Trăn	Ngôn Tình, Đô Thị, Trọng Sinh	8	36	https://truyenfull.vision/cuoc-song-binh-than-hoan-my-sau-khi-trung-sinh
Trọng Sinh Thành Bạn Gái Tra Công Của Nữ Thần	Đào Bảo Tiểu Viên	Bách Hợp, Trọng Sinh	8	33	https://truyenfull.vision/trong-sinh-thanh-ban-gai-tra-cong-cua-nu-than
Cấm Đình	Lưu Diễn Trường Ngưng	Bách Hợp, Trọng Sinh, Cung Đấu, Cổ Đại	8	32	https://truyenfull.vision/cam-dinh
Tướng Công, Chàng Cũng Sống Lại Sao?	Dung Thiên Ti	Ngôn Tình, Trọng Sinh, Nữ Cường, Hài Hước, Cổ Đại, Khác, Sủng	8	31	https://truyenfull.vision/tuong-cong-chang-cung-song-lai-sao
Nữ Chính Trở Về Đi - Bất Tài Như Phó	Bất Tài Như Phó	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh, Hài Hước, Ngược, Khác, Sủng	8	25	https://truyenfull.vision/nu-chinh-tro-ve-di-bat-tai-nhu-pho
Một Thai Ba Bảo: Ta Trọng Sinh Tái Giá Giúp Chồng Mới Làm Giàu	Mạc Chiết Chi	Ngôn Tình, Trọng Sinh, Điền Văn, Sủng	8	21	https://truyenfull.vision/mot-thai-ba-bao-ta-trong-sinh-tai-gia-giup-chong-moi-lam-giau
Thê Có Thuật Của Thê: Đóng Cửa, Thả Vương Gia!	Ảm Hương	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	8	9	https://truyenfull.vision/the-co-thuat-cua-the-dong-cua-tha-vuong-gia
Người Chồng Hiến Thận - Ngư Du Thập Tứ Châu	Ngư Du Thập Tứ Châu	Đô Thị, Trọng Sinh, Nữ Cường, Khác	8	8	https://truyenfull.vision/nguoi-chong-hien-than-ngu-du-thap-tu-chau
Đại Tần Giám Quốc Thái Tử	Ca Vương	Ngôn Tình, Huyền Huyễn, Xuyên Không, Trọng Sinh, Cung Đấu, Hài Hước, Cổ Đại, Khác, Hệ Thống	8	6	https://truyenfull.vision/dai-tan-giam-quoc-thai-tu
Sống Lại, Tôi Gắp Lửa Bỏ Tận Tay Bà Hàng Xóm	Khuyết Danh	Đô Thị, Trọng Sinh, Khác	8	6	https://truyenfull.vision/song-lai-toi-gap-lua-bo-tan-tay-ba-hang-xom
Thu Trì Mộ Vũ	Vưu Gia Lợi Diệp Tử	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại, Khác	8	1	https://truyenfull.vision/thu-tri-mo-vu
Đích Nữ Vương Phi	Nam Quang	Ngôn Tình, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại	7.9	362	https://truyenfull.vision/dich-nu-vuong-phi
Độc Sủng Thiên Kiều (Thiên Kiều Bách Sủng)	Nhược Bàn	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	7.9	334	https://truyenfull.vision/doc-sung-thien-kieu-thien-kieu-bach-sung
Ảnh Hậu Tái Sinh	Mi Bảo	Ngôn Tình, Trọng Sinh	7.9	313	https://truyenfull.vision/anh-hau-tai-sinh
Ly Hôn Rồi, Cảm Ơn!	Tịch Tịch Lý	Ngôn Tình, Xuyên Không, Trọng Sinh	7.9	252	https://truyenfull.vision/ly-hon-roi-cam-on
Thừa Tướng Phu Nhân	Quân Tàn Tâm	Ngôn Tình, Trọng Sinh, Cổ Đại	7.9	222	https://truyenfull.vision/thua-tuong-phu-nhan
Độc Hậu Trùng Sinh, Nàng Thê Hung Hãn Của Lãnh Vương Phúc Hắc	Thu Thủy Linh Nhi	Ngôn Tình, Trọng Sinh, Hài Hước, Cổ Đại	7.9	188	https://truyenfull.vision/doc-hau-trung-sinh-nang-the-hung-han-cua-lanh-vuong-phuc-hac
[Quyển 1] Xuyên Nhanh - Nữ Đặc Công Toàn Năng!	Nhất Lộ Phiền Hoa	Ngôn Tình, Xuyên Không, Trọng Sinh, Truyện Teen, Nữ Phụ, Xuyên Nhanh, Hệ Thống	7.9	188	https://truyenfull.vision/xuyen-nhanh-nu-dac-cong-toan-nang
Ba Lần Đi Thi Thái Tử Phi	Mậu Lâm Tu Trúc	Ngôn Tình, Trọng Sinh, Cung Đấu, Hài Hước, Cổ Đại, Ngược, Sủng	7.9	185	https://truyenfull.vision/ba-lan-di-thi-thai-tu-phi
Bệnh Bệ Hạ Cũng Không Nhẹ	Tô Phù Sơ	Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	7.9	181	https://truyenfull.vision/benh-be-ha-cung-khong-nhe
Duy Nhất Vì Ngươi Mà Động Tâm	Mộ Nghĩa	Ngôn Tình, Trọng Sinh	7.9	176	https://truyenfull.vision/duy-nhat-vi-nguoi-ma-dong-tam
Thế Hôn	Ý Thiên Trọng	Trọng Sinh	7.9	164	https://truyenfull.vision/the-hon
Hoàng Thượng Lại Ghen Tị	Đậu Đậu Ma Ma	Ngôn Tình, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại, Ngược, Sủng	7.9	147	https://truyenfull.vision/hoang-thuong-lai-ghen-ti
Tổng Giám Đốc, Anh Là Ác Bá Nam Nhân	Mạn Châu Sa Hoa	Ngôn Tình, Trọng Sinh	7.9	142	https://truyenfull.vision/tong-giam-doc-anh-la-ac-ba-nam-nhan
Nuôi Dưỡng Kế Hoạch Trở Thành Quân Tẩu	Bánh Bao Thịt Lừa	Ngôn Tình, Trọng Sinh, Hài Hước	7.9	132	https://truyenfull.vision/nuoi-duong-ke-hoach-tro-thanh-quan-tau
Nàng Phi Chuyên Sủng Của Vương Gia Ngốc	Huyền Nhai Nhất Hồ Trà	Ngôn Tình, Trọng Sinh, Cổ Đại	7.9	132	https://truyenfull.vision/nang-phi-chuyen-sung-cua-vuong-gia-ngoc
Giang Sơn Tươi Đẹp	Thiên Như Ngọc	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại	7.9	120	https://truyenfull.vision/giang-son-tuoi-dep
Sống Lại Có Anh Bên Em Là Đủ	Liễu Như An	Ngôn Tình, Trọng Sinh	7.9	117	https://truyenfull.vision/song-lai-co-anh-ben-em-la-du
Sống Lại, Ta Đích Thân Dạy Dỗ Quý Tử, Quý Nữ	Triệu Văn Đồ/赵文图	Ngôn Tình, Trọng Sinh, Nữ Cường, Điền Văn, Khác	7.9	112	https://truyenfull.vision/song-lai-ta-dich-than-day-do-quy-tu-quy-nu
Vợ Yêu Của Đại Ca Xã Hội Đen	Mèo Lười Yêu Ngủ	Ngôn Tình, Trọng Sinh	7.9	107	https://truyenfull.vision/vo-yeu-cua-dai-ca-xa-hoi-den
Thế Tử Xấu Xa	Hương Di	Ngôn Tình, Trọng Sinh, Cổ Đại	7.9	102	https://truyenfull.vision/the-tu-xau-xa
Vừa Vào Hào Môn Ra Không Được	Hi Nguyệt Công Tử	Ngôn Tình, Trọng Sinh	7.9	85	https://truyenfull.vision/vua-vao-hao-mon-ra-khong-duoc
Sao Boss Còn Chưa Trốn?	Xa Li Tửu	Ngôn Tình, Xuyên Không, Trọng Sinh, Sủng	7.9	79	https://truyenfull.vision/sao-boss-con-chua-tron
Vệ Sĩ Của Em	Zhihu	Ngôn Tình, Trọng Sinh, Khác, Đoản Văn	7.9	78	https://truyenfull.vision/ve-si-cua-em
Nuông Chiều Thành Họa	Quân Ước	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	7.9	69	https://truyenfull.vision/nuong-chieu-thanh-hoa
Kiến Lộc	伞阿花伞大王（知乎）	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	7.9	68	https://truyenfull.vision/kien-loc
Sống Lại Thành Mục Niệm Từ	Trần Lan	Kiếm Hiệp, Ngôn Tình, Trọng Sinh, Cổ Đại	7.9	59	https://truyenfull.vision/song-lai-thanh-muc-niem-tu
Hãn Thê Hộ Gia	Mã Kỳ Đóa	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại	7.9	58	https://truyenfull.vision/han-the-ho-gia
Sau Khi Trọng Sinh, Ta Thay Đổi Phò Mã	Zhihu	Ngôn Tình, Trọng Sinh, Cổ Đại	7.9	55	https://truyenfull.vision/sau-khi-trong-sinh-ta-thay-doi-pho-ma
(Quyển 2) Bà Đây Đem Vai Ác Dương Oai	Mặc Linh	Ngôn Tình, Huyền Huyễn, Xuyên Không, Trọng Sinh, Nữ Cường, Hài Hước, Cổ Đại, Khác, Sủng	7.9	54	https://truyenfull.vision/quyen-2-ba-day-dem-vai-ac-duong-oai
Nhịp Đập Hạnh Phúc	Zhihu	Ngôn Tình, Đô Thị, Trọng Sinh, Ngược	7.9	46	https://truyenfull.vision/nhip-dap-hanh-phuc
Thập Niên 80: Em Gái Của Nam Chủ Trong Niên Đại Văn Đã Trở Lại	Lệnh Vụ	Trọng Sinh, Điền Văn	7.9	36	https://truyenfull.vision/thap-nien-80-em-gai-cua-nam-chu-trong-nien-dai-van-da-tro-lai
Điện Trường Sinh	Trương Nhược Dư	Tiên Hiệp, Huyền Huyễn, Trọng Sinh, Đông Phương, Cổ Đại, Khác, Đoản Văn	7.9	36	https://truyenfull.vision/dien-truong-sinh
Mỹ Nhân Đa Kiều - Qua Tử Hòa Trà	Qua Tử Hòa Trà	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	7.9	35	https://truyenfull.vision/my-nhan-da-kieu-qua-tu-hoa-tra
Tên Khốn Nhà Ngươi! Cư nhiên Dám Gạt Ta!	Cô Kỳ	Bách Hợp, Xuyên Không, Trọng Sinh, Khác	7.9	35	https://truyenfull.vision/ten-khon-nha-nguoi-cu-nhien-dam-gat-ta
Chớ Gần Công Tử - Vu Tâm Yên	Vu Tâm Yên	Trọng Sinh, Cổ Đại, Ngược, Sủng	7.9	34	https://truyenfull.vision/cho-gan-cong-tu-vu-tam-yen
Gieo Nhân Nào Gặt Quả Nấy	Zhihu	Trọng Sinh, Cổ Đại, Khác	7.9	32	https://truyenfull.vision/gieo-nhan-nao-gat-qua-nay
Tiểu Thư Độc! Tiểu Thư Bá Đạo! Được Chồng Thô Kệch Cưng Chiều Tận Trời	Cố Tịch Từ	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Cường, Điền Văn, Khác, Hệ Thống	7.9	29	https://truyenfull.vision/tieu-thu-doc-tieu-thu-ba-dao-duoc-chong-tho-kech-cung-chieu-tan-troi
Chị Dâu, Nhìn Em Một Chút!	yenvu18	Đô Thị, Bách Hợp, Trọng Sinh, Ngược, Khác, Sủng	7.9	27	https://truyenfull.vision/chi-dau-nhin-em-mot-chut
[Song Trọng Sinh] Trọng Tự	Điêu Huyền Mộ Ngẫu	Ngôn Tình, Trọng Sinh, Cổ Đại	7.9	23	https://truyenfull.vision/song-trong-sinh-trong-tu
Giấc Mộng Cũ - Tiểu Thất Tể Tử	Tiểu Thất Tể Tử	Ngôn Tình, Trọng Sinh, Cổ Đại, Ngược, Sủng	7.9	19	https://truyenfull.vision/giac-mong-cu-tieu-that-te-tu
Yến Yến Chi Dao - Qua Chi Chi	Qua Chi Chi	Trọng Sinh, Cổ Đại	7.9	14	https://truyenfull.vision/yen-yen-chi-dao-qua-chi-chi
Nếu Được Một Lần Sống Lại	Thích Uống Sữa Dừa	Ngôn Tình, Trọng Sinh, Sủng	7.9	14	https://truyenfull.vision/neu-duoc-mot-lan-song-lai
Trọng Sinh Trở Về Ngày Muội Muội Bị Hãm Hại	Thiên Sơn Trà Tân Quán/天山茶賓館	Trọng Sinh, Nữ Cường, Gia Đấu, Cổ Đại	7.9	11	https://truyenfull.vision/trong-sinh-tro-ve-ngay-muoi-muoi-bi-ham-hai
Mạt Thế Trùng Sinh Chi Nữ Vương Trở Về	Lưu Cẩn Du	Xuyên Không, Trọng Sinh, Nữ Cường, Mạt Thế	7.8	380	https://truyenfull.vision/mat-the-trung-sinh-chi-nu-vuong-tro-ve
Trùng Sinh: Cứu Vớt Anh Trai Nam Chính	Tiểu Thất Thích Ăn Đường	Ngôn Tình, Trọng Sinh, Sủng	7.8	302	https://truyenfull.vision/trung-sinh-cuu-vot-anh-trai-nam-chinh
Ảnh Đế Bá Đạo Một Mực Cưng Chiều	Tiểu Đậu Đậu Ni	Ngôn Tình, Trọng Sinh, Khác, Sủng	7.8	252	https://truyenfull.vision/anh-de-ba-dao-mot-muc-cung-chieu
Công Chúa Hòa Thân	Luna Huang	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại	7.8	244	https://truyenfull.vision/cong-chua-hoa-than
Lại Trầm Luân Lần Nữa	Hải Ma Phấn	Ngôn Tình, Đô Thị, Trọng Sinh	7.8	221	https://truyenfull.vision/lai-tram-luan-lan-nua
Nhân Vật Phản Diện Tổng Đang Hoài Nghi Nhân Sinh	Bán Hạ Lương Lương	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh, Gia Đấu, Điền Văn, Sủng	7.8	190	https://truyenfull.vision/nhan-vat-phan-dien-tong-dang-hoai-nghi-nhan-sinh
Hạnh Phúc Tái Sinh	Đào Lý Mặc Ngôn	Xuyên Không, Trọng Sinh	7.8	187	https://truyenfull.vision/hanh-phuc-tai-sinh
Làm Quả Phụ Thật Khó	Thanh Phong Noãn	Ngôn Tình, Trọng Sinh, Điền Văn, Cổ Đại	7.8	182	https://truyenfull.vision/lam-qua-phu-that-kho
Cô Là Em Gái Của Nam Cặn Bã	Tư Không Mão Mão	Ngôn Tình, Xuyên Không, Trọng Sinh	7.8	177	https://truyenfull.vision/co-la-em-gai-cua-nam-can-ba
Nam Chính Xin Anh Đừng Ly Hôn	Mai Thảo Cát Tiên	Ngôn Tình, Trọng Sinh, Nữ Cường, Hài Hước	7.8	175	https://truyenfull.vision/nam-chinh-xin-anh-dung-ly-hon
Vợ Xấu Thành Vợ Hiền	Thiển Toái Hoa	Ngôn Tình, Trọng Sinh	7.8	167	https://truyenfull.vision/vo-xau-thanh-vo-hien
Trùng Sinh Trở Về Năm Ba Tuổi (Trở Về Lúc Ba Tuổi Rưỡi)	Giai Nhân Chuyển Chuyển	Ngôn Tình, Trọng Sinh	7.8	145	https://truyenfull.vision/trung-sinh-tro-ve-nam-ba-tuoi-ruoi
Thê Tử Ngốc	Phượng Vân	Ngôn Tình, Trọng Sinh, Điền Văn, Cổ Đại	7.8	133	https://truyenfull.vision/the-tu-ngoc
Chưa Ai Nói Em Là Con Gái Sao?	Nam Giang	Ngôn Tình, Trọng Sinh, Nữ Cường, Gia Đấu	7.8	123	https://truyenfull.vision/chua-ai-noi-em-la-con-gai-sao
Xuyên Thành Nữ Phụ Tai Tiếng	Tiểu Ngô Quân	Bách Hợp, Trọng Sinh, Nữ Phụ	7.8	118	https://truyenfull.vision/xuyen-thanh-nu-phu-tai-tieng
Ác Phu Cường Sủng Thê	Văn Hội	Ngôn Tình, Trọng Sinh, Cổ Đại	7.8	115	https://truyenfull.vision/ac-phu-cuong-sung-the
Cầu Chu Tước	Họa Thất	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	7.8	113	https://truyenfull.vision/cau-chu-tuoc
Nam Chính Hắc Hóa Lại Trùng Sinh	Mộc Yêu Nhiêu	Ngôn Tình, Xuyên Không, Trọng Sinh	7.8	106	https://truyenfull.vision/nam-chinh-hac-hoa-lai-trung-sinh
Nữ Diêm Vương: Nhà Có Thê Tử Lung Linh	Bắc Li Dạ	Huyền Huyễn, Trọng Sinh	7.8	104	https://truyenfull.vision/nu-diem-vuong-nha-co-the-tu-lung-linh
Trọng Sinh	Lâu Vũ Tình	Huyền Huyễn, Trọng Sinh	7.8	104	https://truyenfull.vision/trong-sinh
Nữ Lưu Manh Sống Lại Ngoài Ý Muốn	Hạ Nhiễm Tuyết	Ngôn Tình, Trọng Sinh	7.8	102	https://truyenfull.vision/nu-luu-manh-song-lai-ngoai-y-muon
Bốn Lần Gả	Mặc Thư Bạch	Ngôn Tình, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại	7.8	101	https://truyenfull.vision/bon-lan-ga
Duyên Nợ Ba Sinh	Heo Thích Ăn Khoai Tây	Ngôn Tình, Xuyên Không, Trọng Sinh	7.8	101	https://truyenfull.vision/duyen-no-ba-sinh
Nhất Phẩm Quý Thê	Tịch Yêu Yêu	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại	7.8	91	https://truyenfull.vision/nhat-pham-quy-the
Chi Nông Tâm	Cá Trong Nước Đá	Ngôn Tình, Trọng Sinh, Cổ Đại	7.8	84	https://truyenfull.vision/chi-nong-tam
Bỏ Mặc Người Đàn Ông Kia	Khải Ly	Ngôn Tình, Trọng Sinh	7.8	84	https://truyenfull.vision/bo-mac-nguoi-dan-ong-kia
Ly Ca Hoàng Triều	Pinkynami	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại, Sủng	7.8	83	https://truyenfull.vision/ly-ca-hoang-trieu
Cuồng Nữ Trọng Sinh - Hoàn Khố Thất Hoàng Phi	Hồng Quả Quả	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại, Khác	7.8	71	https://truyenfull.vision/cuong-nu-trong-sinh-hoan-kho-that-hoang-phi
Hoa Đào Bay Đầy Trời	Bát Mặc Đào Tử	Ngôn Tình, Trọng Sinh	7.8	64	https://truyenfull.vision/hoa-dao-bay-day-troi
Thâm Ái Như Trường Phong	Ức Niên Mộng Hồi Mâu	Ngôn Tình, Trọng Sinh, Sủng	7.8	59	https://truyenfull.vision/tham-ai-nhu-truong-phong
Kết Hôn Rồi Yêu - Đinh Thập Tam	Đinh Thập Tam/丁十三	Ngôn Tình, Trọng Sinh, Khác, Đoản Văn	7.8	59	https://truyenfull.vision/ket-hon-roi-yeu-dinh-thap-tam
Bồ Tát Sẽ Phù Hộ Anh	Khương Chi Ngư	Ngôn Tình, Đô Thị, Trọng Sinh, Sủng	7.8	57	https://truyenfull.vision/bo-tat-se-phu-ho-anh
Chuyện Ta Không Biết	Ninh Viễn	Linh Dị, Bách Hợp, Trọng Sinh, Khác	7.8	50	https://truyenfull.vision/chuyen-ta-khong-biet
Trẫm Là Một Hôn Quân Như Thế	Thời Cửu	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại	7.8	47	https://truyenfull.vision/tram-la-mot-hon-quan-nhu-the
Trọng Sinh HE Với Đối Thủ Một Mất Một Còn	Yêm Đả Đích Khứ Ai Cập	Đô Thị, Bách Hợp, Trọng Sinh, Khác	7.8	44	https://truyenfull.vision/trong-sinh-he-voi-doi-thu-mot-mat-mot-con
Nơi Em, Là Lối Anh Về	Tuyết Mặc	Ngôn Tình, Đô Thị, Trọng Sinh, Nữ Cường, Khác, Sủng	7.8	41	https://truyenfull.vision/noi-em-la-loi-anh-ve
Cách Tuần Phủ Lừa Thê	Ký Thu	Ngôn Tình, Trọng Sinh, Cổ Đại	7.8	40	https://truyenfull.vision/cach-tuan-phu-lua-the
Vai Diễn Mỹ Nhân	Hoắc Hương Cô	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng, Xuyên Nhanh, Hệ Thống	7.8	35	https://truyenfull.vision/vai-dien-my-nhan
Sau Khi Tái Sinh, Tôi Trở Thành Con Gái Của Kẻ Thù	Zhihu	Trọng Sinh, Khác, Đoản Văn	7.8	29	https://truyenfull.vision/sau-khi-tai-sinh-toi-tro-thanh-con-gai-cua-ke-thu
Những Vì Sao Trong Vòng Tay Tôi	Diêu Tam	Bách Hợp, Trọng Sinh	7.8	26	https://truyenfull.vision/nhung-vi-sao-trong-vong-tay-toi
Thái Tử Phi Trùng Sinh	Hạ Tiểu Kỳ	Trọng Sinh, Cổ Đại, Khác, Đoản Văn	7.8	20	https://truyenfull.vision/thai-tu-phi-trung-sinh
Chiêu Nghi	Zhihu	Trọng Sinh, Cổ Đại, Khác, Đoản Văn	7.8	20	https://truyenfull.vision/chieu-nghi
Lần Này Tôi Sẽ Chọn Anh Ấy - Thuần Nhan	Thuần Nhan/纯颜	Ngôn Tình, Đô Thị, Trọng Sinh, Khác, Sủng	7.8	16	https://truyenfull.vision/lan-nay-toi-se-chon-anh-ay-thuan-nhan
Thập Niên Quân Hôn: Cô Vợ Nhỏ Của Thủ Trưởng Trọng Sinh Rồi	Tham Hoa Tam Miêu	Ngôn Tình, Trọng Sinh, Nữ Cường, Khác, Sủng	7.8	15	https://truyenfull.vision/thap-nien-quan-hon-co-vo-nho-cua-thu-truong-trong-sinh-roi
Đổi Gả - Bát Nguyệt	Bát Nguyệt	Trọng Sinh, Gia Đấu, Cổ Đại, Khác	7.8	15	https://truyenfull.vision/doi-ga-bat-nguyet
Bảo Vệ Tình Yêu	Kiều Tiểu Thánh	Trọng Sinh, Khác, Đoản Văn	7.8	15	https://truyenfull.vision/bao-ve-tinh-yeu
Tiến Vào Thâm Cung - Diệp Tử Hữu Điểm Trì	Diệp Tử Hữu Điểm Trì	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại	7.8	13	https://truyenfull.vision/tien-vao-tham-cung-diep-tu-huu-diem-tri
Trọng Sinh Ta Đánh Bại Thiên Kim Thật	Cuồng Dã Thố Chỉ	Trọng Sinh, Nữ Cường, Gia Đấu, Cổ Đại	7.8	12	https://truyenfull.vision/trong-sinh-ta-danh-bai-thien-kim-that
Sau Khi Chị Của Nam Chính Trọng Sinh	Lương Bì Tựu Diện Bao	Đô Thị, Bách Hợp, Xuyên Không, Trọng Sinh, Hài Hước, Khác, Sủng	7.8	12	https://truyenfull.vision/sau-khi-chi-cua-nam-chinh-trong-sinh
Ngày Anh Trở Nên Giàu có	Vượng Vượng Đại Tuyết Bánh	Ngôn Tình, Đô Thị, Trọng Sinh, Khác, Sủng	7.8	4	https://truyenfull.vision/ngay-anh-tro-nen-giau-co
Bà Bà Trọng Sinh, Phá Đảo Cuộc Đời	Thực Tây Qua Vô Tử	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại, Sủng	7.8	4	https://truyenfull.vision/ba-ba-trong-sinh-pha-dao-cuoc-doi
Ông Xã Là Người Thực Vật	Văn Nhất Nhất	Ngôn Tình, Trọng Sinh	7.7	317	https://truyenfull.vision/ong-xa-la-nguoi-thuc-vat
Trùng Sinh Chi Nha Nội	Khuyết Danh	Đô Thị, Trọng Sinh, Quan Trường	7.7	249	https://truyenfull.vision/trung-sinh-chi-nha-noi
Sư Phụ Ăn Ăn Ăn	Mạt Trà Khúc Kỳ	Ngôn Tình, Trọng Sinh, Sủng	7.7	178	https://truyenfull.vision/su-phu-an-an-an
Cung Khuyết	Trịnh Lương Tiêu	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	7.7	174	https://truyenfull.vision/cung-khuyet
Trở Lại Thập Niên 70: Gả Cho Nam Xứng Xui Xẻo	Dạ Tử Vũ	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Cường, Gia Đấu, Điền Văn, Sủng	7.7	164	https://truyenfull.vision/tro-lai-thap-nien-70-ga-cho-nam-xung-xui-xeo
Ngự Lôi	Tiêu Gia Tiểu Khanh	Khoa Huyễn, Dị Giới, Xuyên Không, Trọng Sinh, Nữ Cường	7.7	157	https://truyenfull.vision/ngu-loi
Thề Không Làm Thiếp	Lục Quang	Ngôn Tình, Trọng Sinh, Cổ Đại	7.7	117	https://truyenfull.vision/the-khong-lam-thiep
Quay Về Tuổi 17	Đan Ninh	Ngôn Tình, Trọng Sinh	7.7	101	https://truyenfull.vision/quay-ve-tuoi-17
Họa Đường Xuân	Neleta	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	7.7	93	https://truyenfull.vision/hoa-duong-xuan
Xuyên Về Năm 70	Bá Nghiên	Trọng Sinh, Điền Văn, Sủng	7.7	80	https://truyenfull.vision/xuyen-ve-nam-70
Không Cẩn Thận Đuổi Tới Nữ Chủ	Thanh Thanh Hà Biên Mã	Bách Hợp, Trọng Sinh, Nữ Phụ	7.7	74	https://truyenfull.vision/khong-can-than-duoi-toi-nu-chu
Đêm Nay Tỉnh Rượu	Thời Vi Nguyệt Thượng	Bách Hợp, Trọng Sinh, Khác	7.7	73	https://truyenfull.vision/dem-nay-tinh-ruou
Danh Môn Kiều Thê	Cửu Lam	Ngôn Tình, Trọng Sinh, Sủng	7.7	72	https://truyenfull.vision/danh-mon-kieu-the
Trọng Sinh Cùng Trúc Mã Vương Gia	Đấu Lạp Nhi	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	7.7	62	https://truyenfull.vision/trong-sinh-cung-truc-ma-vuong-gia
Người Vợ Mua Vé Bổ Sung	Lượng Nghiên	Ngôn Tình, Trọng Sinh	7.7	57	https://truyenfull.vision/nguoi-vo-mua-ve-bo-sung
Trở Về Năm Cấp 3	Mộc Thanh Dương	Ngôn Tình, Đô Thị, Trọng Sinh	7.7	49	https://truyenfull.vision/tro-ve-nam-cap-3
Nhu Giá	Tùng Thử Túy Ngư	Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	7.7	43	https://truyenfull.vision/nhu-gia
Cố Chấp Mê Muội	Zhihu	Đô Thị, Trọng Sinh, Khác	7.7	40	https://truyenfull.vision/co-chap-me-muoi
Hôn Quân Nhật Thường	Bố Đinh Lưu Ly	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	7.7	39	https://truyenfull.vision/hon-quan-nhat-thuong
Thập Niên 90: Tổ Đối Chiếu Trong Văn Niên Đại Lựa Chọn Nằm Thắng	Hòa Độ	Ngôn Tình, Đô Thị, Trọng Sinh, Điền Văn	7.7	37	https://truyenfull.vision/thap-nien-90-to-doi-chieu-trong-van-nien-dai-lua-chon-nam-thang
Trọng Sinh Về Bên Tổng Tài Của Tôi	Ltngoc154	Ngôn Tình, Trọng Sinh, Sủng	7.7	33	https://truyenfull.vision/trong-sinh-ve-ben-tong-tai-cua-toi
Khi Giá Đông Gặp Nắng Gắt (Quyển 1)	Quẫn Quẫn Hữu Yêu	Ngôn Tình, Đô Thị, Trọng Sinh, Sủng	7.7	31	https://truyenfull.vision/khi-gia-dong-gap-nang-gat-quyen-1
Đại Chu Tiên Lại	Vinh Tiểu Vinh	Tiên Hiệp, Huyền Huyễn, Xuyên Không, Trọng Sinh	7.7	30	https://truyenfull.vision/dai-chu-tien-lai
Chồng Ngốc! Em Thương	NG Nguyen 1119	Ngôn Tình, Đô Thị, Trọng Sinh, Truyện Teen	7.7	22	https://truyenfull.vision/chong-ngoc-em-thuong
